id,Dvfull,treatment,W1,W2,W2n,W3,W3a,W3n,W4,W4a,Census_comp,W5,W5a,W5b,W5c,Party,PartyLean,PartyLikert,N2,N2n,N3,N3n,N4_1,N4_2,N4_3,N4_4,N4_5,N4_6,N4_7,N4_8,N4_9,N4_10,N4_11,N4_12,N4_13,N4_1n,N4_2n,N4_3n,N4_4n,N4_5n,N4_6n,N4_7n,N4_8n,N4_9n,N4_10n,N4_11n,N4_12n,N4_13n,Agreatdealn,Afairamountn,Nottoomuchn,Noconfidenceatalln,ConfidenceIndex,N5,N5n,N6,N6n,N7_1,N7_2,N7_3,N7_4,N7_5,N7_6,N7_7,N7_8,N7_1n,N7_2n,N7_3n,N7_4n,N7_5n,N7_6n,N7_7n,N7_8n,GovtServicesIndex,N8,N8n,N9_1,N9_2,N9_3,N9_4,N9_1n,N9_2n,N9_3n,N9_4n,MediaIndex,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N10n,N11n,N12n,N13n,N14n,N15n,N16n,N17n,N18n,N19n,N1,N1n,N1a,N1an,Trump,D2,IdeoLikert,D4,D4n,D5,D5n,D7,D7n,D8,D8n,D9,D9n,D13,D13n,D14,D14n,D15,D15n,D11,D11n,D11a,D11an,D12_1,D12_2,Region,Division,Confirmed_Cases,Covid_Deaths,Active_Covid,Incident_Rate,Case_Fatality_Ratio,opp,Q_TotalDuration,RISN,rid,Q_CHL,QPMID,cintid,ProjectToken,isNew,wave,gc,term,Treatment,Medium,Race,LS,E0_num,E1_num,E2_num,E3_num,E4_num,E5_num,E6_num,E7_num,E0_num3,E1_num3,E2_num3,E3_num3,E4_num3,E5_num3,E6_num3,E7_num3,partisan,DVfull,control,NurseLindsaydemo,DrFaucidemo,Bidenendorse,Trumpendorse,Fauciendorse,FDA,Economy,gender,health,flu,edu,incm,marital,agevar,race,trust_sci,treatment,allergy,religion,Black,Hispanic,Asian,Mixed,Other,White,PacificIslander,NativeAmerican,Other2,concernillness,knowCovid19pat,ConfidenceIndexscale,GovtServicesIndexscale,MediaIndexscale,Incident_RatePct,lnCovid_Deaths,trust_gov,fem,county,incident_ratepct,state,ManipCorr,Durationinseconds
1190,0,T5 Fauci,Yes,51-65,3,Female,,1,White,,White,Independent/no preference,,,Neither,Other,Neither,3,Not at all interested,0,Never,0,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,There’s not much ordinary citizens can do to influence the government,0,None of the time,0,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method can be used to produce any conclusion the researcher wants,0,Never,Never,Never,Never,0,0,0,0,0,Not at all concerned,Not at all concerned,No,Favor,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Neither agree nor disagree,None of the time,0,0,0,1,2,1,1,1,2,0,Yes,1,Donald J. Trump,3,1,Moderate,3,Not married but in a relationship,1,No,0,4-year college degree,4,"$10,000 to under $20,000",1,Occassionally,1,No,0,No,0,Good,2,No,No,,,NEW YORK,Washington NY,Northeast,Middle Atlantic,2079,44,2035,3397,2,Qual73538399-0108Vaccination,289,9979290,6026d62a-29ce-c373-adac-7d8f3cd082c0,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,0,,,,,,,,0,,,2,0,0,0,0,0,0,1,0,0,1,2,0,4,1,1,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,Washington NY,3,NEW YORK,0,289
1191,3,Control,Yes,51-65,3,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Very interested,3,Never,0,No confidence at all,No confidence at all,A great deal,No confidence at all,A fair amount,No confidence at all,Not too much,No confidence at all,A fair amount,A fair amount,No confidence at all,No confidence at all,No confidence at all,0,0,3,0,2,0,1,0,2,2,0,0,0,1,3,1,8,10,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,Yes,No,No,Yes,Yes,Yes,No,No,1,0,0,1,1,1,0,0,4,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Several days a week,Every few weeks/once a month,Every few weeks/once a month,4,3,2,2,11,Not too concerned,Somewhat concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,1,2,1,1,0,0,1,0,4,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Not married but in a relationship,1,No,0,4-year college degree,4,"$10,000 to under $20,000",1,Never,0,No,0,Yes,1,Good,2,No,No,,,VIRGINIA,Smyth VA,South,South Atlantic,2455,83,2372,8155,3,Qual73538399-0108Vaccination,322,9979290,6026d5f8-6be7-036c-b15f-2a8746cbbccb,anonymous,73531461,,,,,1,,Control,Control,White,1227,1,,,,,,,,3,,,,,,,,1,3,1,0,0,0,0,0,0,0,0,2,0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,4,0,0,Smyth VA,8,VIRGINIA,,322
1192,2,Control,Yes,35-50,2,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,Some of the time,1,Not too much,A fair amount,A great deal,A great deal,A great deal,A fair amount,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,1,2,3,3,3,2,2,1,2,2,2,1,2,3,7,3,0,26,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Every few weeks/once a month,Every few weeks/once a month,Once a week,4,2,2,1,9,Somewhat concerned,Very concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,None of the time,2,3,1,1,0,0,1,1,3,0,No,0,,,,Very conservative,6,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Occassionally,1,No,0,No,0,Good,2,Yes,Yes,Christian,Christian,NORTH CAROLINA,Watauga NC,South,South Atlantic,3586,26,3560,6383,1,Qual73538399-0108Vaccination,383,9979290,6026d5b8-3fb6-b89e-e8ec-1cb4d9499302,anonymous,73531461,,,,,1,,Control,Control,White,1227,1,,,,,,,,2,,,,,,,,1,2,1,0,0,0,0,0,0,0,1,2,0,2,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,3,1,1,Watauga NC,6,NORTH CAROLINA,,383
1193,6,T3 Biden,Yes,Over 65,4,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,Some of the time,1,A fair amount,No confidence at all,A great deal,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,A fair amount,Not too much,No confidence at all,A fair amount,2,0,3,1,1,1,1,1,1,2,1,0,2,1,3,7,2,16,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,No,No,No,Yes,Yes,No,No,1,0,0,0,1,1,0,0,3,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Every day,Once a week,Never,4,4,1,0,9,Very concerned,Very concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,3,3,1,1,0,0,1,0,3,1,Yes,1,Donald J. Trump,3,1,Moderate,3,Married,2,No,0,Advanced degree,5,"$50,000 to under $75,000",5,Occassionally,1,Yes,1,Yes,1,Fair,1,No,No,,,ALABAMA,Baldwin AL,South,East South Central,18824,228,18596,8432,1,Qual73538399-0108Vaccination,1042,9979290,6026d348-9ec9-562a-08ff-45c6667a269f,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,2,,,,,,,,6,,,,,1,6,0,0,0,1,0,0,0,0,0,1,1,5,5,2,4,0,0,3,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,5,1,0,Baldwin AL,8,ALABAMA,1,1042
1194,2,T4 Trump,Yes,35-50,2,Female,,1,White,,White,Independent/no preference,,,Closer to Republican Party,Other,Republican,4,Somewhat interested,2,Some of the time,1,No confidence at all,No confidence at all,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,No confidence at all,A fair amount,No confidence at all,Not too much,No confidence at all,0,0,3,2,2,2,2,1,0,2,0,1,0,1,5,2,5,15,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,Yes,No,No,No,No,Yes,No,Yes,1,0,0,0,0,1,0,1,3,The scientific method can be used to produce any conclusion the researcher wants,0,Never,Once a week,Never,Every few weeks/once a month,0,1,0,2,3,Somewhat concerned,Not too concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Some of the time,2,1,1,1,0,0,1,1,4,1,Yes,1,Donald J. Trump,3,1,Very conservative,6,Married,2,Yes,1,4-year college degree,4,"$50,000 to under $75,000",5,Occassionally,1,Yes,1,No,0,Very good,3,Yes,Yes,The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints,ARIZONA,Maricopa AZ,West,Mountain,491511,8094,483417,10958,2,Qual73538399-0108Vaccination,556,9979290,6026d535-6c92-485e-7f4a-54a8e1214db4,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,White,1227,,,,,1,,,,,,,,2,,,,2,2,0,0,0,0,1,0,0,0,1,3,1,4,5,2,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,1,1,Maricopa AZ,11,ARIZONA,1,556
1195,0,T3 Biden,Yes,51-65,3,Female,,1,White,,White,Independent/no preference,,,Neither,Other,Neither,3,Not too interested,1,Some of the time,1,No confidence at all,No confidence at all,A fair amount,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,No confidence at all,Not too much,0,0,2,1,1,1,1,1,1,1,1,0,1,0,1,9,3,11,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,Yes,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,1,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Once a week,Once a week,Never,4,1,1,0,6,Not at all concerned,Somewhat concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,0,2,1,1,0,0,1,0,2,1,Yes,1,Donald J. Trump,3,1,Somewhat liberal,2,Single,0,No,0,4-year college degree,4,"$50,000 to under $75,000",5,Never,0,Yes,1,No,0,Very good,3,Yes,Yes,Lutheran,Lutheran,WISCONSIN,Waukesha WI,Midwest,East North Central,43699,501,43198,10811,1,Qual73538399-0108Vaccination,334,9979290,6026d5e0-62ec-cd1c-529f-0cc05d035f07,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,0,,,,,,,,0,,,,,2,0,0,0,0,1,0,0,0,0,1,3,1,4,5,0,3,0,0,3,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,6,1,1,Waukesha WI,11,WISCONSIN,0,334
1196,6,T2 Fauci,Yes,51-65,3,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Not at all interested,0,Most of the time,3,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,2,1,2,2,2,2,2,1,2,2,2,2,1,0,10,3,0,23,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Never,Never,Never,4,0,0,0,4,Somewhat concerned,Somewhat concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,2,2,1,1,0,0,1,0,4,1,Yes,1,Donald J. Trump,3,1,Moderate,3,Married,2,No,0,High school graduate,1,"$50,000 to under $75,000",5,Never,0,No,0,No,0,Very good,3,No,No,,,TEXAS,Ector TX,South,West South Central,14724,304,14420,8858,2,Qual73538399-0108Vaccination,258,10014597,6026d635-f032-42e1-8c28-504474ca3dc7,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,959,,,2,,,,,,,,6,,,,,,1,6,0,0,1,0,0,0,0,0,1,3,0,1,5,2,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,6,3,1,Ector TX,9,TEXAS,1,258
1197,3,T1 Lindsay,Yes,Over 65,4,Male,,0,White,,White,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Somewhat interested,2,Some of the time,1,Not too much,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,Not too much,No confidence at all,A fair amount,1,2,2,2,1,2,2,2,1,2,1,0,2,0,8,4,1,20,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,1,The scientific method generally produces accurate conclusions,1,Never,Every day,Never,Every few weeks/once a month,0,4,0,2,6,Somewhat concerned,Somewhat concerned,Yes,Favor,Increased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,2,2,1,1,3,0,1,0,3,1,Yes,1,Joseph R. Biden,0,0,Somewhat liberal,2,Not married but in a relationship,1,No,0,Some college,2,"$10,000 to under $20,000",1,Most of the time,3,Yes,1,Yes,1,Very good,3,Yes,Yes,Protestant,Protestant,NEVADA,Churchill NV,West,Mountain,1846,49,1797,7411,3,Qual73538399-0108Vaccination,589,9979290,6026d4f6-f140-5489-e5a9-06da803aa40b,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,1227,,1,,,,,,,,3,,,,,,,2,3,0,1,0,0,0,0,0,0,0,3,1,2,1,1,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,4,1,0,Churchill NV,7,NEVADA,1,589
1198,0,T4 Trump,Yes,35-50,2,Female,,1,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Very interested,3,Some of the time,1,Not too much,Not too much,Not too much,A fair amount,No confidence at all,Not too much,Not too much,A fair amount,Not too much,No confidence at all,Not too much,A fair amount,Not too much,1,1,1,2,0,1,1,2,1,0,1,2,1,0,3,8,2,14,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method can be used to produce any conclusion the researcher wants,0,Never,Several days a week,Never,Never,0,3,0,0,3,Somewhat concerned,Somewhat concerned,Yes,Oppose,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,2,2,1,0,2,0,1,1,3,1,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Not married but in a relationship,1,Yes,1,Some college,2,"Less than $10,000",0,Never,0,No,0,No,0,Very good,3,No,No,,,TENNESSEE,Maury TN,South,East South Central,11946,151,11795,12394,1,Qual73538399-0108Vaccination,236,9979290,6026d642-d46e-bb35-7834-cd4a6f7de95f,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,White,1227,,,,,0,,,,,,,,0,,,,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,1,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,5,1,1,Maury TN,12,TENNESSEE,1,236
1199,0,T1 Lindsay,Yes,35-50,2,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Somewhat interested,2,Some of the time,1,No confidence at all,No confidence at all,A great deal,A fair amount,A great deal,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Not too much,No confidence at all,No confidence at all,No confidence at all,0,0,3,2,3,0,0,0,0,1,0,0,0,2,1,1,9,9,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,No,Yes,No,No,No,0,0,0,0,1,0,0,0,1,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Every day,Once a week,Every day,4,4,1,4,13,Not too concerned,Not too concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Some of the time,1,1,1,1,0,0,1,1,4,1,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Not married but in a relationship,1,No,0,High school graduate,1,"$40,000 to under $50,000",4,Some of the time,2,No,0,No,0,Very good,3,Yes,Yes,Baptist,Baptist,ILLINOIS,Cook IL,Midwest,East North Central,461757,9030,452727,8966,2,Qual73538399-0108Vaccination,207,9979290,6026d672-621b-aadf-66b0-0486435ab2c0,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,1227,,0,,,,,,,,0,,,,,,,1,0,0,1,0,0,0,0,0,0,1,3,0,1,4,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,9,1,1,Cook IL,9,ILLINOIS,0,207
1200,2,T6 Approval,Yes,Over 65,4,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,Some of the time,1,No confidence at all,No confidence at all,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,Not too much,A fair amount,Not too much,Not too much,A fair amount,A fair amount,0,0,2,2,2,1,2,1,2,1,1,2,2,0,7,4,2,18,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Never,Never,4,3,0,0,7,Not too concerned,Somewhat concerned,No,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,1,2,0,1,0,0,1,0,2,1,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Married,2,No,0,Advanced degree,5,"$75,000 to under $100,000",6,Never,0,Yes,1,Yes,1,Fair,1,No,No,,,FLORIDA,Palm Beach FL,South,South Atlantic,111816,2277,109539,7470,2,Qual73538399-0108Vaccination,286,9979290,6026d659-1997-dbcf-6ec9-767bc14b9168,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,White,1227,,,,,,,1,,,,,,,,2,,1,2,0,0,0,0,0,0,1,0,1,1,1,5,6,2,4,0,1,6,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8,1,1,Palm Beach FL,7,FLORIDA,1,286
1201,3,T2 Fauci,Yes,35-50,2,Male,,0,White,,White,Independent/no preference,,,Closer to Republican Party,Other,Republican,4,Not too interested,1,Most of the time,3,Not too much,Not too much,A fair amount,A great deal,Not too much,A fair amount,Not too much,Not too much,Not too much,A fair amount,A fair amount,A fair amount,Not too much,1,1,2,3,1,2,1,1,1,2,2,2,1,1,5,7,0,20,There’s not much ordinary citizens can do to influence the government,0,Half of the time,2,No,No,No,No,Yes,No,No,No,0,0,0,0,1,0,0,0,1,The scientific method generally produces accurate conclusions,1,Once a week,Several days a week,Every few weeks/once a month,Never,1,3,2,0,6,Not too concerned,Not too concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,1,1,1,1,2,0,1,1,3,1,No,0,,,,Moderate,3,Not married but in a relationship,1,Yes,1,High school graduate,1,"$30,000 to under $40,000",3,Some of the time,2,No,0,No,0,Good,2,No,No,,,TEXAS,Johnson TX,South,West South Central,17536,296,17240,9974,2,Qual73538399-0108Vaccination,660,10014597,6026d4b9-547f-389c-4980-15e375653c5a,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,959,,,1,,,,,,,,3,,,,,,2,3,0,0,1,0,0,0,0,0,0,2,0,1,3,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,3,0,Johnson TX,10,TEXAS,1,660
1202,6,T3 Biden,Yes,35-50,2,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Somewhat interested,2,Most of the time,3,A fair amount,A fair amount,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,2,2,3,3,3,3,3,3,3,3,3,3,3,11,2,0,0,37,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Every few weeks/once a month,Every few weeks/once a month,Several days a week,4,2,2,3,11,Somewhat concerned,Not too concerned,Yes,Favor,Left the same as it is now,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Most of the time,2,1,1,1,2,2,1,0,4,2,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Single,0,No,0,2-year college degree,3,"$40,000 to under $50,000",4,Never,0,Yes,1,No,0,Excellent,4,Yes,Yes,Christian ,Christian ,MISSOURI,Greene MO,Midwest,West North Central,22845,388,22457,7795,2,Qual73538399-0108Vaccination,867,9979290,6026d3b9-4542-a75c-b240-d54d800b28dd,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,2,,,,,,,,6,,,,,1,6,0,0,0,1,0,0,0,0,1,4,1,3,4,0,2,0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,6,3,1,Greene MO,8,MISSOURI,1,867
1203,6,T6 Approval,Yes,Over 65,4,Male,,0,White,,White,Independent/no preference,,,Neither,Other,Neither,3,Extremely interested,4,Always,4,A great deal,A great deal,A great deal,A great deal,No confidence at all,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,3,3,3,3,0,3,3,3,3,3,3,3,3,12,0,0,1,36,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,All of the time,4,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Never,Once a week,Never,4,0,1,0,5,Somewhat concerned,Somewhat concerned,No,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,2,2,0,0,2,1,1,0,4,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Married,2,No,0,2-year college degree,3,"$40,000 to under $50,000",4,Never,0,No,0,Yes,1,Good,2,No,No,,,ARIZONA,Maricopa AZ,West,Mountain,491511,8094,483417,10958,2,Qual73538399-0108Vaccination,228,9979290,6026d672-ff96-ad31-cadd-d496a3a986c8,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,White,1227,,,,,,,2,,,,,,,,6,,2,6,0,0,0,0,0,0,1,0,0,2,0,3,4,2,4,0,1,6,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,9,4,0,Maricopa AZ,11,ARIZONA,1,228
1204,6,Control,Yes,Over 65,4,Male,,0,White,,White,Independent/no preference,,,Neither,Other,Neither,3,Very interested,3,Some of the time,1,Not too much,No confidence at all,A great deal,A great deal,A fair amount,Not too much,Not too much,A fair amount,No confidence at all,A fair amount,Not too much,No confidence at all,A fair amount,1,0,3,3,2,1,1,2,0,2,1,0,2,2,4,4,3,18,There’s not much ordinary citizens can do to influence the government,0,None of the time,0,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Every day,Never,Several days a week,4,4,0,3,11,Not too concerned,Somewhat concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Disagree,Most of the time,1,2,1,1,0,0,1,0,1,2,Yes,1,Donald J. Trump,3,1,Moderate,3,Married,2,No,0,4-year college degree,4,"$30,000 to under $40,000",3,Some of the time,2,Yes,1,No,0,Good,2,Yes,Yes,anglican,anglican,MISSOURI,Howell MO,Midwest,West North Central,2767,42,2725,6897,2,Qual73538399-0108Vaccination,495,9979290,6026d5a6-e97b-8204-0735-a1f4e41b5f23,anonymous,73531461,,,,,1,,Control,Control,White,1227,2,,,,,,,,6,,,,,,,,2,6,1,0,0,0,0,0,0,0,0,2,1,4,3,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,4,1,0,Howell MO,7,MISSOURI,,495
